0.5911949685534591,0.18987341772151897,0.56,0.18064516129032257,0.1309328968903437,0.08333333333333333,0.058823529411764705,0.9927368012035589,0.7855361596009975,0.46,0.785234899328859,8
0.38364779874213834,0.3734177215189873,0.01,0.13548387096774195,0.09165302782324058,0.06944444444444445,0.04498269896193772,0.9910629776126095,0.8778054862842893,0.28,0.7651006711409396,5
0.5408805031446541,0.4335443037974684,0.1,0.1032258064516129,0.15057283142389524,0.041666666666666664,0.04152249134948097,0.9937829409479022,0.8254364089775562,0.325,0.6409395973154363,6
0.46540880503144655,0.49683544303797467,0.19,0.33548387096774196,0.15384615384615385,0.2638888888888889,0.3391003460207612,0.993464117406769,0.7880299251870325,0.26,0.6442953020134228,6
0.7295597484276729,0.26582278481012656,0.53,0.2129032258064516,0.1718494271685761,0.4583333333333333,0.3391003460207612,0.9973198896073489,0.7980049875311721,0.475,0.6174496644295301,5
0.42138364779874216,0.30379746835443033,0.08,0.13548387096774195,0.10474631751227496,0.25,0.11764705882352941,0.9918600364654426,0.830423940149626,0.32,0.6510067114093959,5
0.3522012578616352,0.5379746835443038,0.05,0.09032258064516129,0.07364975450081833,0.16666666666666666,0.3044982698961938,0.9887515069393936,0.887780548628429,0.41,0.8657718120805369,8
0.38364779874213834,0.20253164556962025,0.25,0.11612903225806452,0.14075286415711946,0.06944444444444445,0.11072664359861592,0.9909832717273261,0.8379052369077307,0.22,0.6778523489932885,5
0.4339622641509434,0.310126582278481,0.19,0.10967741935483871,0.12929623567921442,0.18055555555555555,0.08996539792387544,0.9918102202871406,0.8428927680798005,0.32,0.6577181208053692,6
0.4339622641509434,0.40189873417721517,0.17,0.15483870967741936,0.39443535188216045,0.08333333333333333,0.06228373702422145,0.9924379041337464,0.8478802992518704,0.295,0.6912751677852349,6
0.4465408805031446,0.47468354430379744,0.01,0.14193548387096774,0.09656301145662849,0.1527777777777778,0.06228373702422145,0.9887714334107146,0.8453865336658355,0.2,0.8590604026845637,6
0.6415094339622641,0.25949367088607594,0.43,0.14193548387096774,0.18003273322422259,0.1527777777777778,0.12802768166089964,0.9936135659416752,0.7880299251870325,0.335,0.7248322147651007,5
0.5031446540880503,0.26582278481012656,0.32,0.16129032258064516,0.1309328968903437,0.3611111111111111,0.42214532871972316,0.9943408821448855,0.802992518703242,0.535,0.6510067114093959,5
0.4968553459119497,0.310126582278481,0.32,0.12258064516129032,0.13420621931260227,0.2361111111111111,0.4982698961937716,0.9931353306299754,0.7980049875311721,0.275,0.6375838926174496,5
0.6037735849056604,0.34177215189873417,0.42,0.15483870967741936,0.132569558101473,0.3472222222222222,0.17993079584775087,0.9933345953431837,0.7980049875311721,0.355,0.7651006711409396,6
0.42767295597484273,0.5126582278481012,0.05,0.12903225806451613,0.11456628477905074,0.08333333333333333,0.04844290657439446,0.9919596688220468,0.8753117206982544,0.33,0.7248322147651007,6
0.4968553459119497,0.4841772151898734,0.0,0.12903225806451613,0.1374795417348609,0.125,0.07612456747404844,0.9925275732546901,0.830423940149626,0.34,0.7315436241610739,6
0.7421383647798743,0.16455696202531644,0.52,0.11612903225806452,0.11620294599018002,0.08333333333333333,0.03460207612456748,0.9931353306299754,0.7980049875311721,0.36,0.6845637583892616,7
